Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1775523444,500,,Aggregated,364.500000,0.000000,43,75,110,130,220,420,1900,2100,2900,3400,3400,31487,3087,43,139.1185828437144,2.0661000162363052,3434.9775000009686,1530.186839012926
1775523445,500,,Aggregated,369.500000,0.000000,43,77,110,130,220,430,1900,2100,2900,3400,3400,31625,3087,43,140.575622238725,2.0661000162363052,3434.9775000009686,1530.8517312252964
1775523446,500,,Aggregated,361.600000,0.000000,44,78,110,130,230,510,1900,2100,2900,3400,3400,31793,3087,44,145.29578893152168,2.0661000162363052,3434.9775000009686,1530.7517692573838
1775523447,500,,Aggregated,339.600000,0.000000,44,79,110,140,230,580,1900,2100,2900,3400,3400,31910,3087,44,149.23736209965043,2.0661000162363052,3434.9775000009686,1531.723252898778
1775523448,500,,Aggregated,314.400000,0.000000,45,83,120,140,260,990,1900,2100,2900,3400,3400,32410,3087,45,164.07835287871504,2.0661000162363052,3434.9775000009686,1536.9863622338785
1775523449,500,,Aggregated,291.700000,0.000000,46,83,120,140,260,980,1900,2100,2900,3400,3400,32688,3087,46,163.62143575011606,2.0661000162363052,3434.9775000009686,1540.183278267254
1775523450,500,,Aggregated,303.200000,0.000000,46,86,120,150,270,970,1900,2100,2900,3400,3400,32974,3087,46,165.2682174167271,2.0661000162363052,3434.9775000009686,1542.9412264208163
1775523451,500,,Aggregated,288.400000,0.000000,47,88,120,150,310,960,1900,2100,2900,3400,3400,33294,3087,47,168.92606863396227,2.0661000162363052,3434.9775000009686,1545.042530185619
1775523453,500,,Aggregated,266.300000,0.000000,48,91,130,160,360,1000,1900,2100,2900,3400,3400,33604,3087,48,175.33382041719528,2.0661000162363052,3434.9775000009686,1544.2029817878824
1775523454,500,,Aggregated,252.400000,0.000000,49,93,130,170,410,1000,1900,2100,2900,3400,3400,33906,3087,49,181.5523721229114,2.0661000162363052,3434.9775000009686,1542.1355807231757
1775523455,500,,Aggregated,227.200000,0.000000,50,96,130,180,430,1000,1800,2100,2900,3400,3400,34314,3087,50,184.02094061895923,2.0661000162363052,3434.9775000009686,1546.000058285248
1775523457,500,,Aggregated,231.400000,0.000000,51,95,130,170,430,1000,1800,2100,2900,3400,3400,34653,3087,51,183.01147643201455,2.0661000162363052,3434.9775000009686,1547.494040919978
1775523458,500,,Aggregated,255.900000,0.000000,51,97,140,180,430,1000,1800,2100,2900,3400,3400,34929,3087,51,184.28428461161332,2.0661000162363052,3434.9775000009686,1548.9066964413526
1775523459,500,,Aggregated,271.700000,0.000000,52,100,140,190,430,990,1800,2100,2900,3400,3400,35322,3087,52,186.27454731325778,2.0661000162363052,3434.9775000009686,1552.1380442783534
1775523460,500,,Aggregated,250.400000,0.000000,53,100,140,190,430,980,1800,2100,2900,3400,3400,35695,3087,53,185.82805816220568,2.0661000162363052,3434.9775000009686,1554.0592519960778
